 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, rowcost
C major (0), 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:1:0:0:1, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 3+0+4:0:0:0:0, 4+0+1:0:0:0:1, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 4+0+3:1:1:0:2, 3+0+3:1:0:0:1, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 2+0+2:0:0:0:0, 3+0+2:2:0:0:0, 3+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+3:0:0:0:1, 0+0+0:0:0:0:0, 133+0+92:7:1:0:8
A minor (0), 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:1:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+4:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:1:0:0:1, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:1:0:0:0, 4+0+4:1:0:0:0, 3+0+1:1:0:0:1, 3+0+1:1:0:0:0, 3+0+6:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+2:0:0:0:0, 4+0+3:0:0:0:1, 4+0+4:1:0:0:0, 2+0+1:1:0:0:1, 3+0+1:1:0:0:0, 1+0+2:0:0:0:0,  , 2+0+2:0:0:0:0, 3+0+0:0:0:0:0, 3+0+3:0:0:0:0, 4+0+5:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+3:0:0:0:1, 0+0+0:0:0:0:0, 131+0+105:9:0:0:9
F major (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:1:0:0:1, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+1:0:0:0:0, 0+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+4:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+1:0:0:0:0, 3+0+3:1:1:0:2, 3+0+3:1:0:0:1, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:0, 4+0+5:0:0:0:0, 1+0+2:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:0, 3+0+2:0:0:0:1, 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+3:0:1:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 108+0+95:5:2:0:13
G major (1#), 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:1:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:1:0:0:1, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 3+0+4:0:0:0:0, 5+0+2:0:0:0:1, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:1:1:0:1, 3+0+4:1:0:0:0, 3+0+1:1:0:0:1, 3+0+1:1:0:0:0, 1+0+0:0:0:0:0,  , 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:1, 3+0+1:0:0:0:0, 2+0+2:1:1:0:1, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:1, 0+0+0:0:0:0:0, 153+0+93:8:2:0:8
D minor (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:1:0:0:1, 2+0+4:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 3+0+3:1:1:0:2, 3+0+3:1:0:0:1, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 1+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+3:0:1:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 110+0+92:4:2:0:7
E minor (1#), 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 3+0+4:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:1:0:0:0, 1+0+1:1:0:0:0, 2+0+4:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:1:0:0:1, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:1:0:0:0, 3+0+4:1:0:0:0, 5+0+3:0:0:0:0, 3+0+1:1:0:0:0, 4+0+1:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:1, 3+0+4:1:0:0:0, 3+0+1:1:0:0:1, 3+0+1:1:0:0:0, 1+0+0:0:0:0:0,  , 2+0+2:0:0:0:0, 2+0+2:2:0:0:0, 4+0+3:0:0:0:0, 5+0+5:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:1:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 6+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:1:1:0:1, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:1, 0+0+0:0:0:0:0, 154+0+107:14:1:0:5
Bb major (2b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 1+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 1+0+1:1:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:1:0:0:1, 3+0+4:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:1:0:0:1, 0+0+0:0:0:0:0, 4+0+3:1:1:0:2, 4+0+3:1:0:0:1, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 2+0+2:0:0:0:1, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:1:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:1:0:0, 2+0+1:0:0:0:1, 0+0+0:0:0:0:0, 80+0+76:6:3:0:21
D major (2#), 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:1:0:0:1, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+4:1:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+2:0:0:0:0, 1+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:1:0:0:1, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:1:0:0:0, 2+0+4:0:0:0:0, 6+0+3:0:0:0:0, 4+0+1:1:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 4+0+3:1:1:0:1, 2+0+4:0:0:0:0, 5+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0,  , 3+0+2:2:0:0:0, 4+0+2:2:0:0:0, 5+0+3:0:0:0:0, 5+0+5:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+3:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 4+0+3:0:0:0:1, 0+0+0:0:0:0:0, 182+0+105:10:1:0:4
G minor (2b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 1+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:1:0:0:0, 1+0+1:0:0:0:0, 0+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:1:0:0:0, 3+0+4:0:0:0:0, 2+0+2:0:0:0:1, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+2:0:0:0:0, 3+0+1:0:0:0:1, 0+0+0:0:0:0:0, 4+0+3:1:1:0:1, 5+0+4:1:0:0:0, 2+0+1:0:0:0:0, 1+0+1:1:0:0:0, 0+0+0:0:0:0:0,  , 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:1:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+2:0:1:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:1:0:0, 2+0+1:0:0:0:1, 0+0+0:0:0:0:0, 82+0+81:6:3:0:10
B minor (2#), 0+0+0:0:0:0:0, 4+0+3:0:0:0:0, 4+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:1:0:0:1, 3+0+3:1:0:0:0, 2+0+1:0:0:0:0, 4+0+3:0:0:0:0, 4+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+3:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+4:1:0:0:0, 0+0+0:0:0:0:0, 2+0+1:1:0:0:0, 1+0+1:1:0:0:0, 1+0+1:1:0:0:0, 3+0+4:0:0:0:0, 0+0+0:0:0:0:0, 4+0+3:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:1:0:0:1, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+4:0:0:0:0, 6+0+3:0:0:0:0, 4+0+1:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+3:0:0:0:1, 2+0+4:1:0:0:0, 5+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0,  , 3+0+2:2:0:0:0, 4+0+2:2:0:0:0, 5+0+3:0:0:0:0, 5+0+5:0:0:0:0, 3+0+4:0:0:0:0, 2+0+1:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+3:0:0:0:0, 4+0+2:0:0:0:0, 3+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 4+0+3:0:0:0:1, 0+0+0:0:0:0:0, 182+0+114:12:0:0:4
