 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, rowcost
C major (0), 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 4+0+2:0:0:0:1, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 3+0+2:0:0:0:0, 4+0+1:0:0:0:1, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+1:0:0:0:0, 5+0+2:0:1:0:1, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:1:0:0:0, 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 136+0+70:2:1:0:6
A minor (0), 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:1, 2+0+1:1:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:1, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:1, 3+0+1:1:0:0:1, 3+0+1:1:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+0:0:0:0:0, 4+0+3:0:0:0:1, 3+0+2:0:0:0:1, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+1:0:0:0:0,  , 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:1:0:0:0, 2+0+3:0:0:0:1, 0+0+0:0:0:0:0, 132+0+70:4:0:0:12
F major (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:1:0:0:1, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:1, 2+0+2:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 4+0+2:0:1:0:1, 4+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:0, 3+0+2:0:0:0:1, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:1:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 111+0+67:2:1:0:8
G major (1#), 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+3:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:1, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:1, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+3:0:0:0:0, 4+0+2:0:0:0:1, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:1:0:0:1, 3+0+1:1:0:0:0, 4+0+4:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:1, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:1, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:1, 0+0+0:0:0:0:0, 152+0+67:2:0:0:9
D minor (1b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:1:0:0:1, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:1, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:1, 3+0+1:0:0:0:0, 2+0+1:1:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 1+0+0:0:0:0:0, 4+0+2:0:1:0:1, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:1:0:0:0, 4+0+2:0:0:0:0, 1+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:1:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 111+0+56:4:1:0:8
E minor (1#), 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+2:1:0:0:1, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:1:0:0:1, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+2:1:0:0:1, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:1, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 2+0+1:1:0:0:1, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 4+0+2:0:0:0:1, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:1:0:0:1, 3+0+1:1:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:1, 4+0+4:0:0:0:0, 3+0+2:0:0:0:1, 3+0+1:1:0:0:0, 1+0+0:0:0:0:0,  , 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:0, 5+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 6+0+3:0:0:0:0, 3+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:1:0:0:0, 2+0+2:2:0:0:0, 3+0+3:0:0:0:1, 0+0+0:0:0:0:0, 154+0+77:10:0:0:14
Bb major (2b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 1+0+1:1:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+1:0:0:0:1, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 3+0+2:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 0+0+0:0:0:0:0, 5+0+2:0:1:0:1, 5+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 2+0+1:0:0:0:1, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:1:0:0:0, 2+0+1:0:0:0:1, 0+0+0:0:0:0:0, 84+0+56:2:1:0:15
D major (2#), 0+0+0:0:0:0:0, 4+0+3:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:1:0:0:1, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:1, 3+0+1:0:0:0:0, 2+0+3:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 5+0+1:1:0:0:1, 4+0+1:1:0:0:0, 5+0+2:2:2:0:2, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+0:0:0:0:0, 4+0+3:0:0:0:1, 2+0+2:0:0:0:0, 5+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0,  , 3+0+2:0:0:0:0, 4+0+0:0:0:0:0, 5+0+3:0:0:0:0, 5+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+3:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:2:0:0:0, 4+0+3:0:0:0:1, 0+0+0:0:0:0:0, 181+0+83:7:2:0:8
G minor (2b), 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 2+0+2:0:0:0:1, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:1, 2+0+1:0:0:0:0, 1+0+1:1:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 0+0+0:0:0:0:0, 5+0+2:0:1:0:1, 5+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:1:0:0:0, 2+0+2:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:1:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 85+0+58:3:1:0:9
B minor (2#), 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:1:0:0:1, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:1:0:0:1, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:1:0:0:1, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:2:0:0:1, 3+0+4:2:0:0:0, 2+0+3:0:0:0:0, 5+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:1, 4+0+1:1:0:0:1, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 5+0+1:1:0:0:1, 4+0+1:1:0:0:0, 5+0+2:2:2:0:2, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+3:0:0:0:0, 4+0+2:0:0:0:0, 2+0+3:1:0:0:2, 4+0+2:0:0:0:1, 4+0+3:1:0:0:1, 2+0+1:0:0:0:0,  , 3+0+1:0:0:0:0, 4+0+2:0:0:0:0, 5+0+3:0:0:0:0, 5+0+2:0:0:0:0, 3+0+4:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:0:0:0:0, 5+0+3:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 4+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+3:0:0:0:0, 4+0+2:0:0:0:0, 5+0+4:0:0:0:1, 0+0+0:0:0:0:0, 188+0+99:14:2:0:16
